AtH2023_SRR17241508_MAG01,AtH2023_SRR17241508_MAG02,AtH2023_SRR17241508_MAG03,AtH2023_SRR17241508_MAG04,AtH2023_SRR17241508_MAG05,AtH2023_SRR17241508_MAG06,AtH2023_SRR17241508_MAG07,AtH2023_SRR17241508_MAG08,AtH2023_SRR17241508_MAG09,AtH2023_SRR17241508_MAG10,AtH2023_SRR17241508_MAG11,AtH2023_SRR17241508_MAG12,AtH2023_SRR17241508_MAG13,AtH2023_SRR17241508_MAG14,AtH2023_SRR17241508_MAG15,AtH2023_SRR17241508_MAG16,AtH2023_SRR17241508_MAG17,AtH2023_SRR17241508_MAG18,AtH2023_SRR17241508_MAG19,AtH2023_SRR17241508_MAG20,AtH2023_SRR17241508_MAG21,AtH2023_SRR17241508_MAG22,AtH2023_SRR17241508_MAG23,AtH2023_SRR17241508_MAG24,AtH2023_SRR17241508_MAG25,AtH2023_SRR17241508_MAG26,AtH2023_SRR17241508_MAG27,AtH2023_SRR17241508_MAG28,AtH2023_SRR17241508_MAG29,AtH2023_SRR17241508_MAG30,AtH2023_SRR17241508_MAG31,AtH2023_SRR17241508_MAG32,AtH2023_SRR17241508_MAG33,AtH2023_SRR17241508_MAG34,AtH2023_SRR17241508_MAG35,AtH2023_SRR17241508_MAG36,AtH2023_SRR17241508_MAG37,AtH2023_SRR17241508_MAG38
1.0,0.0,0.0,0.0,0.0,0.0,0.0002986857825567503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.00023691068467187872,0.0,0.0005557099194220616,0.0,0.00025516713447307985,0.0,0.0,0.00027495188342040145,0.0002199736031676199,0.007450132179764479,0.0,0.00022487069934787497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023837902264600716,0.0,0.0,0.0,0.0,0.0,0.0003211303789338471,0.0,0.00040461258345134534,0.0,0.0,0.0,0.0,0.0
0.0,0.00023691068467187872,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002460024600246002,0.00044543429844097997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021417862497322766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.000271370420624152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026954177897574127,0.0,0.003940658321743162,0.0,0.0,0.0,0.0,0.0,0.0006693440428380187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026455026455026457,0.0
0.0,0.0005557099194220616,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0007416563658838071,0.00027085590465872155,0.0,0.0007602635580334517,0.0,0.0,0.0,0.0,0.0005017561465127947,0.0,0.0,0.0,0.00033178500331785003,0.0,0.00027056277056277056,0.0003287310979618672,0.0,0.0,0.0,0.000704390702042733,0.0,0.0009011038522189682,0.0,0.0008498583569405099,0.0002633658151171978,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0006412997007268063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022197558268590456,0.0,0.0,0.0,0.0,0.0,0.000245398773006135,0.0,0.0,0.0,0.0013717421124828531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0002986857825567503,0.00025516713447307985,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0005787037037037037,0.00022904260192395785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00023223409196470042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002871088142405972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.000271370420624152,0.0,0.0,0.0,1.0,0.0,0.00030656039239730225,0.0,0.0,0.0,0.0,0.0,0.0011865915158706616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004822763443453099,0.0,0.0003158559696778269,0.0,0.0,0.0,0.0,0.0,0.0,0.0002188662727073758,0.0002735229759299781,0.0,0.0003045066991473812,0.0008715862870424172,0.0
0.0,0.0,0.0,0.0,0.0,0.0006412997007268063,0.0,0.0,1.0,0.0,0.0,0.0,0.00022527596305474206,0.0,0.0,0.0,0.0002523977788995457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002190100744634253,0.0,0.0,0.0,0.0,0.0,0.0,0.0002469135802469136,0.0,0.0002718868950516585,0.0,0.0
0.0,0.00027495188342040145,0.0,0.0,0.0,0.0,0.0005787037037037037,0.00030656039239730225,0.0,1.0,0.0,0.000536480686695279,0.0,0.0002509410288582183,0.0,0.000304228780042592,0.0,0.0,0.0,0.00037893141341417203,0.0,0.0,0.0,0.0,0.0,0.0003247807729782397,0.0,0.0,0.00031240237425804435,0.0,0.0,0.00022326412145568208,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0002199736031676199,0.0,0.0,0.0007416563658838071,0.0,0.00022904260192395785,0.0,0.0,0.0,1.0,0.0,0.0,0.0012272448353446513,0.0,0.0,0.0,0.0,0.0006083958629081322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009609840476648087,0.0,0.0009286775631500742,0.0,0.001117568171658471,0.0008438818565400844,0.0,0.0,0.0
0.0,0.007450132179764479,0.0,0.0,0.00027085590465872155,0.0,0.0,0.0,0.0,0.000536480686695279,0.0,1.0,0.0,0.0002203128442388191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027739251040221914,0.0,0.0,0.0,0.0,0.0,0.0,0.00020610057708161583,0.00031191515907673113,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00022527596305474206,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002922267679719462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000250689395838556,0.0,0.0,0.0,0.0,0.0,0.00022977941176470588,0.0,0.0,0.0,0.0
0.0,0.00022487069934787497,0.0,0.0,0.0007602635580334517,0.0,0.0,0.0,0.0,0.0002509410288582183,0.0012272448353446513,0.0002203128442388191,0.0,1.0,0.0,0.0,0.0,0.0,0.002488077959776073,0.00028993911278631486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015683199372672025,0.0,0.001893939393939394,0.0,0.0013717421124828531,0.0006462731581214993,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.00026954177897574127,0.0,0.0,0.0,0.0011865915158706616,0.0,0.000304228780042592,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030184123151222455,0.0,0.0,0.00021781746896101068,0.0,0.00027166530834012495,0.0,0.0003022061045633122,0.0002882675122513693,0.0
0.0,0.0,0.0002460024600246002,0.0,0.0,0.00022197558268590456,0.0,0.0,0.0002523977788995457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0008941877794336811,0.0,0.0012391573729863693,0.0,0.0,0.0005696382796923954,0.001141552511415525,0.00021720243266724586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.00044543429844097997,0.003940658321743162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0010440593025683859,0.0,0.0,0.0,0.00025393600812595224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0005017561465127947,0.0,0.00023223409196470042,0.0,0.0,0.0,0.0006083958629081322,0.0,0.0,0.002488077959776073,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002336448598130841,0.0,0.0024454477050413845,0.0,0.0004527960153950645,0.0008547008547008547,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00037893141341417203,0.0,0.0,0.0002922267679719462,0.00028993911278631486,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00039761431411530816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000253613999492772,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.00033178500331785003,0.000245398773006135,0.0,0.0,0.0,0.0,0.0,0.00027739251040221914,0.0,0.0,0.0,0.0,0.0008941877794336811,0.0,0.0,0.00039761431411530816,0.0,0.0,1.0,0.0,0.0013869625520110957,0.00033840947546531303,0.00025246149962130775,0.0,0.0016270745200130166,0.00023957834211787255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0006693440428380187,0.0,0.0,0.0,0.0004822763443453099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010440593025683859,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.00023837902264600716,0.0,0.0,0.00027056277056277056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012391573729863693,0.0,0.0,0.0,0.0,0.0,0.0013869625520110957,0.0,1.0,0.0,0.00021537798836958864,0.0,0.0010649627263045794,0.0,0.0,0.0,0.0,0.000242306760358614,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0003287310979618672,0.0,0.0,0.0003158559696778269,0.0,0.0003247807729782397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033840947546531303,0.0,0.0,1.0,0.0,0.0,0.00032206119162640903,0.0,0.0,0.0,0.0,0.00028793550244745177,0.0,0.0,0.0,0.0
0.0,0.0,0.00021417862497322766,0.0,0.0,0.0013717421124828531,0.0,0.0,0.0002190100744634253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025246149962130775,0.0,0.00021537798836958864,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000250689395838556,0.0,0.0,0.0,0.0005696382796923954,0.00025393600812595224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0006190034045187249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0002871088142405972,0.0,0.0,0.00031240237425804435,0.0,0.0,0.0,0.0,0.0,0.00030184123151222455,0.001141552511415525,0.0,0.0,0.0,0.0,0.0,0.0016270745200130166,0.0,0.0010649627263045794,0.00032206119162640903,0.0,0.0006190034045187249,1.0,0.0,0.0,0.0,0.0,0.0,0.00025906735751295336,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.000704390702042733,0.0,0.0,0.0,0.0,0.0,0.0009609840476648087,0.00020610057708161583,0.0,0.0015683199372672025,0.0,0.0,0.00021720243266724586,0.0,0.002336448598130841,0.0,0.0,0.0,0.00023957834211787255,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0016088666428316052,0.0,0.00042634832658281814,0.0004035512510088781,0.0,0.0,0.0
0.0,0.0003211303789338471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00031191515907673113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0009011038522189682,0.0,0.0,0.0,0.0,0.00022326412145568208,0.0009286775631500742,0.0,0.0,0.001893939393939394,0.0,0.00021781746896101068,0.0,0.0,0.0024454477050413845,0.000253613999492772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016088666428316052,0.0,1.0,0.00017283097131005876,0.0008213552361396304,0.0005841121495327102,0.0,0.0,0.0
0.0,0.00040461258345134534,0.0,0.0,0.0,0.0,0.0,0.0002188662727073758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017283097131005876,1.0,0.0,0.0,0.00044414834554741284,0.00128783000643915,0.0
0.0,0.0,0.0,0.0,0.0008498583569405099,0.0,0.0,0.0002735229759299781,0.0002469135802469136,0.0,0.001117568171658471,0.0,0.00022977941176470588,0.0013717421124828531,0.0,0.00027166530834012495,0.0,0.0,0.0004527960153950645,0.0,0.0,0.0,0.0,0.0,0.000242306760358614,0.00028793550244745177,0.0,0.0,0.0,0.00042634832658281814,0.0,0.0008213552361396304,0.0,1.0,0.0011837121212121212,0.0,0.00026659557451346307,0.0
0.0,0.0,0.0,0.0,0.0002633658151171978,0.0,0.0,0.0,0.0,0.0,0.0008438818565400844,0.0,0.0,0.0006462731581214993,0.0,0.0,0.0,0.0,0.0008547008547008547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025906735751295336,0.0004035512510088781,0.0,0.0005841121495327102,0.0,0.0011837121212121212,1.0,0.0,0.000249003984063745,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003045066991473812,0.0002718868950516585,0.0,0.0,0.0,0.0,0.0,0.0,0.0003022061045633122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00044414834554741284,0.0,0.0,1.0,0.0,0.00030184123151222455
0.0,0.0,0.0,0.00026455026455026457,0.0,0.0,0.0,0.0008715862870424172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002882675122513693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00128783000643915,0.00026659557451346307,0.000249003984063745,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030184123151222455,0.0,1.0
